"x"
"bosanquet",16
"bradley",25
"causation-process",6
"causation-probabilistic",0
"church-turing",0
"color",0
"consciousness-animal",0
"contractarianism-contemporary",11
"descartes-epistemology",0
"existence",6
"feyerabend",11
"folkpsych-simulation",0
"folkpsych-theory",1
"frege",18.0333333333333
"game-theory",0
"justice-distributive",0
"justification-public",0
"kierkegaard",0
"liberalism",27
"logic-paraconsistent",2
"logical-construction",4.9
"maritain",0
"mathematics-inconsistent",0
"miracles",0
"ontological-arguments",0
"original-position",3
"popper",0
"principia-mathematica",6
"prisoner-dilemma",0
"private-language",0
"propositions-singular",4
"propositions-structured",0
"religion-epistemology",0
"russell",50.4666666666667
"russell-paradox",7.5
"skepticism-ancient",0
"sorites-paradox",2
"tropes",0
"truth-coherence",2.23333333333333
"truth-identity",22.7666666666667
"truth-revision",0
"turing-machine",0
"vagueness",0
"whitehead",0
"qualia",0
"nietzsche",0
"sellars",0
"hegel",0
"stoicism",0
"truth-deflationary",0
"connectionism",0
"cosmology-theology",0
"dialetheism",0
"epiphenomenalism",0
"frege-logic",0
"language-thought",0
"logic-relevance",0
"spacetime-convensimul",0
"pantheism",0
"multiple-realizability",0
"cognitive-science",0
"mental-imagery",0
"pascal-wager",0
"analogy-medieval",0
"aquinas",0
"aristotle-logic",0
"conscience-medieval",0
"illumination",0
"epistemology-virtue",0
"feminism-self",0
"identity-indiscernible",0
"logic-intuitionistic",0
"logic-modal",0
"logical-form",0
"mathematics-constructive",0
"modality-medieval",0
"neuroscience",0
"olivi",0
"physics-holism",0
"physics-Rpcc",0
"practical-reason-med",0
"prior",0
"properties",0
"prop-attitude-reports",0
"qt-idind",0
"qt-measurement",0
"square",0
"justep-foundational",0
"feminism-ethics",0
"logic-temporal",0
"davidson",0
"mind-identity",0
"qm-everett",0
"physics-experiment",0
"actualism",0
"anselm",0
"aristotle-metaphysics",0
"augustine",0
"behaviorism",0
"brentano-judgement",0
"causation-counterfactual",0
"computing-history",0
"contractarianism",0
"curry-paradox",0
"epistemology-evolutionary",0
"feminism-epistemology",0
"geometry-19th",0
"incompatibilism-theories",0
"james",0
"knowledge-analysis",0
"logic-classical",0
"logic-infinitary",0
"logic-informal",0
"logic-manyvalued",0
"logic-substructural",0
"mental-representation",0
"moral-responsibility",0
"physicalism",0
"qm",0
"kochen-specker",0
"realism-sem-challenge",0
"reid",0
"rorty",0
"time-experience",0
"universals-medieval",0
"whewell",0
"aristotle-psychology",0
"hume",0
"teleology-biology",0
"spacetime-holearg",0
"epistemology-social",0
"consciousness-representational",0
"abstract-objects",0
"action",0
